DLL Identifier (Author),Authorized Name,Language,Variant
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbert, Saint, Bishop of Lindisfarne, ca. 635-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,Cuthbertus
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,Cuthbertus ca634-687 Lindisfarnenses
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbertus, Lindisfarnenses, ca. 634-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbert Lindisfarne, Bischof, Heiliger 635-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbert, Saint, Bishop of Lindisfarne, ca. 635-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbert helgen, biskop av Lindisfarne ca. 634-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbertus, Lindisfarnenses, ca. 634-687"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,Cuthbertus
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,"Cuthbert, 063.-0687, saint"
A5610,"Cuthbert, Saint, Bishop of Lindisfarne, approximately 635-687",Latin,Cuthbertus ca634-687 Lindisfarnenses
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johann"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johann 1601-1682 S.I."
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johann, 1601-1682"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johann, S.I., 1601-1682"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johannes"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johannes, 1601-1682"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bissel, Johannes, S.J., 1601-1682"
A5611,"Bissel, Johann, 1601-1682",Latin,"Bisselius, Johann"
A5611,"Bissel, Johann, 1601-1682",Latin,Ioannes Bisselius
A5611,"Bissel, Johann, 1601-1682",Latin,Johannes Bissel
A5611,"Bissel, Johann, 1601-1682",Latin,Johannes Bisselius
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Peter Carmelian
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Petrus Carmelianus
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Petrus Carmelianus
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Peter Carmelian
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Peter Cmrmelian
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Peter Carmedian
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Peter Carmcltan
A5612,"Carmeliano, Pietro, 1451-1527",Latin,Ptter Carmelizn
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Joan. (Joannes), 1576-1638"
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Joannes"
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Johann 1576-1638"
A5613,"Burmeister, Joannes, 1576-1638",Latin,Ioannes‏ Burmeisterus
A5613,"Burmeister, Joannes, 1576-1638",Latin,Joannes Burmeister
A5613,"Burmeister, Joannes, 1576-1638",Latin,Johann Burmeister
A5613,"Burmeister, Joannes, 1576-1638",Latin,Ioannes‏ Burmeisterus
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Joan. (Joannes), 1576-1638"
A5613,"Burmeister, Joannes, 1576-1638",Latin,Joannes Burmeister
A5613,"Burmeister, Joannes, 1576-1638",Latin,Johann Burmeister
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Johann 1576-1638"
A5613,"Burmeister, Joannes, 1576-1638",Latin,"Burmeister, Joannes"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,Baldassare Castiglione
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Baldassarre Castiglione umanista, letterato e diplomatico italiano (1478-1529)"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castellón, Baltazar"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Bal. da. conte"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassare"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassare (Italian writer, 1478-1529)"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassare 1478-1529 grafas"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassare conte (1478-1529)"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassare, 1478-1529."
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre 1478-1529 grāfs"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre conde 1478-1529"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre,  conte, 1478-1529"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre, 1478-1529"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre, conte, 1478-1529"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre, conte, 1478-1529. (Il libro del cortegiano.)"
A5614,"Castiglione, Baldassarre, conte, 1478-1529",Latin,"Castiglione, Baldassarre, grāfs, 1478-1529"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward (1544)"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward apie 1482-1544"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward, ca. 1482-1544"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lej, Edward, ca. 1482-1544"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward (1544)"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward, ca. 1482-1544"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edward apie 1482-1544"
A5615,"Lee, Edward, 1482?-1544",Latin,"Lee, Edwari, ca. 1482-1544"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,Johannes Kerckmeister
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Johannes Kerckmeister Rector of the Latin school at Münster, writer of Codrus"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes (około 1450-około 1500)."
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes ca. 1485-ca. 1500"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes, 1450?-1500?"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes (około 1450-około 1500)."
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes ca. 1485-ca. 1500"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Johannes Kerckmeister Rector of the Latin school at Münster, writer of Codrus"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes"
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,Johannes Kerckmeister
A5616,"Kerckmeister, Johannes, active 1466-1485",Latin,"Kerckmeister, Johannes, 1450?-1500?"
A5617,"Hume, David, 1560?-1630?",Latin,David Hume
A5617,"Hume, David, 1560?-1630?",Latin,David Hume of Godscroft
A5617,"Hume, David, 1560?-1630?",Latin,David Hume of Godscroft British poet and academic
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David 1558-1630?"
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David 1558-ca.1630 of Godscroft"
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David 1558?-163.?"
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David, 1560?-1630?"
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David, ca. 1560-ca. 1630"
A5617,"Hume, David, 1560?-1630?",Latin,"Hume, David, of Godscroft, 1558-ca. 1630"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazarellus, Ludovicus, 1450-1500"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazzarelli, L. ок.1450-1500 Ludovico"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazzarelli, Lodovico"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazzarelli, Lodovico 1450-ca 1500"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazzarelli, Lodovico, 1447-1500"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,"Lazzarelli, Ludovico, 1447-1500"
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,Lodovico Lazzarelli
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,Ludovico Lazzarelli poeta e filosofo italiano
A5618,"Lazzarelli, Ludovico, 1450-1500",Latin,Ludovicus Lazarellus
A5619,"Sapidus, Johannes, 1490-1561",Latin,Hans Sapidus Witz
A5619,"Sapidus, Johannes, 1490-1561",Latin, 1490-1561
A5619,"Sapidus, Johannes, 1490-1561",Latin,Jean Witz
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Iohannes, 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johann 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johannes"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johannes, Latijns dichter, 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johann 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johannes, Latijns dichter, 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,Jean Witz
A5619,"Sapidus, Johannes, 1490-1561",Latin,Hans Sapidus Witz
A5619,"Sapidus, Johannes, 1490-1561",Latin, 1490-1561
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Iohannes, 1490-1561"
A5619,"Sapidus, Johannes, 1490-1561",Latin,"Sapidus, Johannes"
A5620,"Schottennius, Hermannus",Latin,Hermannus Schottennius
A5620,"Schottennius, Hermannus",Latin,"Schotten, Herman (?-1527)"
A5620,"Schottennius, Hermannus",Latin,"Schotten, Hermann"
A5620,"Schottennius, Hermannus",Latin,"Schottenius, Hermann"
A5620,"Schottennius, Hermannus",Latin,"Schottenius, Hermann, ?-1527"
A5620,"Schottennius, Hermannus",Latin,"Schottenius, Hermann, činný 1517-1534"
A5620,"Schottennius, Hermannus",Latin,"Schottenius, Hermann, fl. 1527"
A5620,"Schottennius, Hermannus",Latin,"Schottenius, Hermann, Hessus, fl. 1527-1535"
A5620,"Schottennius, Hermannus",Latin,"Schottennius, Hermann, 15..-15.."
A5620,"Schottennius, Hermannus",Latin,"Schottennius, Hermannus (15..-15..)."
A5622,"Wilson, Thomas, 1525?-1581",Latin,Thomas Wilson
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Thomas Wilson English diplomat, judge, and privy councillor in the government of Elizabeth I (1524-1581)"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas (ca 1525-1581)"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas, 16e s."
A5622,"Wilson, Thomas, 1525?-1581",Latin,Thomas Wilson
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Thomas Wilson English diplomat, judge, and privy councillor in the government of Elizabeth I (1524-1581)"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas (ca 1525-1581)"
A5622,"Wilson, Thomas, 1525?-1581",Latin,"Wilson, Thomas, 16e s."
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Iohannes de Rupescissa, O.F.M., c. 1300-c. 1365"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Jean de Roquetaillade, 1310?-1366?"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,Joannes de Rupescissa
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,Johaness de Rupescissa
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,Johannes de Rupescissa
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,Johannes de Rupescissa (ok. 1310-1366)
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Johannes de Rupescissa, asi 1300-asi 1365"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Johannes von Roquetaillade, OFM 1310-1365"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Johannes, Calderinus, ca. 1300-1365"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Johannes, de Rupescissa, ca. 1300-ca. 1365"
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,John Cutcliffe
A5623,"Johannes, de Rupescissa, approximately 1300-approximately 1365",Latin,"Roquetaillade, Jean de, O.F.M., c. 1300-c. 1365"
A5624,"Phreas, John, -1465",Latin,Joannes Phræa
A5624,"Phreas, John, -1465",Latin,John Fre
A5624,"Phreas, John, -1465",Latin,John Free
A5624,"Phreas, John, -1465",Latin,John Free English humanist scholar (c. 1430-1465)
A5624,"Phreas, John, -1465",Latin,"Phræa, Joannes"
A5624,"Phreas, John, -1465",Latin,"Phrea, John"
A5624,"Phreas, John, -1465",Latin,"Phrea, John, m. 1465"
A5624,"Phreas, John, -1465",Latin,"Phreas, John"
A5624,"Phreas, John, -1465",Latin,"Phreas, John 14.. ?-1465"
A5624,"Phreas, John, -1465",Latin,"Phreas, John 1430-1465"
A5624,"Phreas, John, -1465",Latin,"Phreas, John apie 1430-1465"
A5624,"Phreas, John, -1465",Latin,"Phreas, John m. 1465"
A5624,"Phreas, John, -1465",Latin,"Phreas, John, 14.. ?-1465, érudit"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John, 1467?-1519"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John, asi 1467-1519"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John, c. 1467-1519"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John, ca. 1467-1519"
A5625,"Colet, John, 1467?-1519",Latin,"Colet, John, théologien"
A5625,"Colet, John, 1467?-1519",Latin,Ioannes Colet
A5625,"Colet, John, 1467?-1519",Latin,Johannes Colet
A5625,"Colet, John, 1467?-1519",Latin,John Colet
A5626,"Forest, John, -1446",Latin,Forest 13..-14.. compositeur
A5626,"Forest, John, -1446",Latin,"Forest, 13..-14.."
A5626,"Forest, John, -1446",Latin,"Forest, John"
A5626,"Forest, John, -1446",Latin,"Forest, John 1365-1446"
A5626,"Forest, John, -1446",Latin,"Forest, John 1365c-1446"
A5626,"Forest, John, -1446",Latin,"Forest, John d. 1446"
A5626,"Forest, John, -1446",Latin,"Forest, John, -1446"
A5626,"Forest, John, -1446",Latin,"Forest, John, ?-1446"
A5627,"Peckham, John, -1292",Latin,"Campanus, Johannes, ca 1227-1292"
A5627,"Peckham, John, -1292",Latin,Johannes Pecham/ Johannes Campanus
A5627,"Peckham, John, -1292",Latin,Johannes Peckham 1227-1292
A5627,"Peckham, John, -1292",Latin,John Peckham
A5627,"Peckham, John, -1292",Latin,"Pecham, Jean 1220?-1292"
A5627,"Peckham, John, -1292",Latin,"Pecham, John"
A5627,"Peckham, John, -1292",Latin,"Peckham, Johannes, ca 1230/35-1292, Arcebispo de Cantuária"
A5627,"Peckham, John, -1292",Latin,"Peckham, John"
A5627,"Peckham, John, -1292",Latin,"Peckham, John (1220?-1292)."
A5627,"Peckham, John, -1292",Latin,"Peckham, John (ok. 1240-1292)"
A5627,"Peckham, John, -1292",Latin,"Peckham, John apie 1230-1292"
A5627,"Peckham, John, -1292",Latin,"Peckham, John OFM 1225c-1292"
A5627,"Peckham, John, -1292",Latin,"Peckham, John, -1292"
A5627,"Peckham, John, -1292",Latin,"Peckham, John, 1230?-1292"
A5627,"Peckham, John, -1292",Latin,"Peckham, John, arciv. di Canterbury, c. 1240-1292"
A5627,"Peckham, John, -1292",Latin,"Peckham, John, d. 1292"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Fisher, John, Saint, 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Giovanni Fisher, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Ioannes Fisher, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,Ioannes Roffensis
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Iohannes Fisher, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Iohannes Roffensis, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,John Fisher
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Giovanni Fisher, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Fisher, John, Saint, 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Iohannes Fisher, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Iohannes Roffensis, s., 1469-1535"
A5628,"Fisher, John, Saint, 1469-1535",Latin,John Fisher
A5628,"Fisher, John, Saint, 1469-1535",Latin,Ioannes Roffensis
A5628,"Fisher, John, Saint, 1469-1535",Latin,"Ioannes Fisher, s., 1469-1535"
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioannes Helyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioaanes Helyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioaxnes Helyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioannes Helyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioannes Hgqyar
A5629,"Helyar, John, approximately 1502-1541",Latin,ooannen Helyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Ioanies xelyar
A5629,"Helyar, John, approximately 1502-1541",Latin,Iuannes Helyar
A5630,"Wimpheling, Jakob, 1450-1528",Latin,Jacobus Wimpfelingus
A5630,"Wimpheling, Jakob, 1450-1528",Latin,Jakob Wimpfeling
A5630,"Wimpheling, Jakob, 1450-1528",Latin,Paul Olearius
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpfeling, Jacob"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpfeling, Jakob, 1450-1528."
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpfeling, Jakob, humanist, 1450-1528"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpheling, Jakob"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpheling, Jakob, 1450-1528"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wimpheling, Jakob, 1450-1528."
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wym, Iacobus, 1450-1528"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wympfeling, Jakob, 1450-1528"
A5630,"Wimpheling, Jakob, 1450-1528",Latin,"Wymphelingius, Iacobus, 1450-1528"
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bono, Pietro"
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bono, Pietro, činný 1323-1330"
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bonus, Petrus, 13..-13.."
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bonus, Petrus, actiu 1323-1330"
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bonus, Petrus, f. 1323-1330"
A5631,"Bonus, Petrus, active 1323-1330",Latin,"Bonus, Petrus."
A5631,"Bonus, Petrus, active 1323-1330",Latin,Petrus Bonus
A5631,"Bonus, Petrus, active 1323-1330",Latin,Pietro Antonio Boni
A5631,"Bonus, Petrus, active 1323-1330",Latin,Pietro Bono
A5632,"John, of Gaddesden, 1280?-1361",Latin,"Gaddesden, John of (około 1280-1361)."
A5632,"John, of Gaddesden, 1280?-1361",Latin,"Gaddesden, John of, 1280?-1361"
A5632,"John, of Gaddesden, 1280?-1361",Latin,"Gaddesden, John of, 1280?-1361, médecin"
A5632,"John, of Gaddesden, 1280?-1361",Latin,Johannes Anglicus
A5632,"John, of Gaddesden, 1280?-1361",Latin,"Johannes de Gaddesden, ca 1280 - 1361"
A5632,"John, of Gaddesden, 1280?-1361",Latin,Johannes de Gadesden 1280-1361
A5632,"John, of Gaddesden, 1280?-1361",Latin,John Gaddesden
A5632,"John, of Gaddesden, 1280?-1361",Latin,John of Gaddesden
A5632,"John, of Gaddesden, 1280?-1361",Latin,John of Gaddesden English royal physician
A5632,"John, of Gaddesden, 1280?-1361",Latin,"John of Gaddesden, um 1280-1361"
A5632,"John, of Gaddesden, 1280?-1361",Latin,"John, of Gaddesden, asi 1280-1361"
A5633,"Colton, John, 1404",Latin,"Colton, John 13..-1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, -1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, 1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, arciv. di Armagh, m. 1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, d. 1404"
A5633,"Colton, John, 1404",Latin,Johannes Coltonus 1382-1404
A5633,"Colton, John, 1404",Latin,John Colton
A5633,"Colton, John, 1404",Latin,Johannes Coltonus 1382-1404
A5633,"Colton, John, 1404",Latin,John Colton
A5633,"Colton, John, 1404",Latin,"Colton, John, -1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, 1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, arciv. di Armagh, m. 1404"
A5633,"Colton, John, 1404",Latin,"Colton, John, d. 1404"
A5633,"Colton, John, 1404",Latin,"Colton, John 13..-1404"
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 of Fornsete
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 of aornsite
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 oj Fornsete
A5634,"John, of Fornsete, -1239",Latin,mohn zemř. 1239 of Fornsbte
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 lf Fornsete
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 of Fornsote
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 of Fornsece
A5634,"John, of Fornsete, -1239",Latin,John zemř. 1239 of Fornsete
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Carbo Arvina, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Pwpijius Carbo Arvina, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Crrbo Arvina, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Paxirius Carbo Arvina, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Carbo Arvina, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Carbo Arvinu, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Carbo Arvinh, Gaius -v82"
A5635,"Carbo Arvina, C. Papirius, -82 B.C.",Latin,"Papirius Carbo Arvina, Gaiuq -v82"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf (Rudolphus)"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf, 1821-1878"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf, 1821-1878."
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolph"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolph (1821-1878)"
A5636,"Hercher, Rudolf, 1821-1878",Latin,Rudolf Hercher deutscher klassischer Philologe
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf (Rudolphus)"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolf, 1821-1878"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolph"
A5636,"Hercher, Rudolf, 1821-1878",Latin,"Hercher, Rudolph (1821-1878)"
A5636,"Hercher, Rudolf, 1821-1878",Latin,Rudolf Hercher deutscher klassischer Philologe
