"Variant","Authorized Name","DLL Identifier (Author)"
"gregory, bishop of tours, saint","gregory, bishop of tours, saint","A5257"
"gregory, saint, bishop of tours, 538-594","gregory, bishop of tours, saint","A5257"
"gregory,, bishop of tours, saint, 538-594","gregory, bishop of tours, saint","A5257"
"grzegorz z tours (święty","gregory, bishop of tours, saint","A5257"
"538-594).","gregory, bishop of tours, saint","A5257"
"grzegorz z tours 538-594) (św.","gregory, bishop of tours, saint","A5257"
"grégoire vii, 1020?-1085, pape","gregory vii, pope","A5258"
"grégoire vii, pape","gregory vii, pope","A5258"
"gregor 7 pave","gregory vii, pope","A5258"
"gregorius vii, papa","gregory vii, pope","A5258"
"gregorius vii, påve, ca 1020-1085","gregory vii, pope","A5258"
"gregors vii, pāvests, ap 1015-1085","gregory vii, pope","A5258"
"gregory vii, pope","gregory vii, pope","A5258"
"gregory vii, pope, saint","gregory vii, pope","A5258"
"grzegorz vii (papież","gregory vii, pope","A5258"
"ok. 1020-1085)","gregory vii, pope","A5258"
"około 1020-1085).","gregory vii, pope","A5258"
"pope gregory vii","gregory vii, pope","A5258"
"godescalcus lintpurgensis","gottschalk, of limburg","A5259"
"gottschalk of limburg","gottschalk, of limburg","A5259"
"gottschalk, of limburg","gottschalk, of limburg","A5259"
"gottschalk, of limburg, -1098","gottschalk, of limburg","A5259"
"gottschalk, of limburg, d. 1098","gottschalk, of limburg","A5259"
"caius coelius sedulius","sedulius, active 5th century","A5260"
"coelius sedulius presbyter et poeta","sedulius, active 5th century","A5260"
"sedulio, celio","sedulius, active 5th century","A5260"
"sedulius","sedulius, active 5th century","A5260"
"sedulius (4..-45.).","sedulius, active 5th century","A5260"
"sedulius caelius 5.sc","sedulius, active 5th century","A5260"
"sedulius caelius ca. 5. jh.","sedulius, active 5th century","A5260"
"sedulius, 400-talet","sedulius, active 5th century","A5260"
"sedulius, active 5th century","sedulius, active 5th century","A5260"
"sedulius, activité 5e siècle.","sedulius, active 5th century","A5260"
"sedulius, caelius","sedulius, active 5th century","A5260"
"sedulius, caius caelius, 5e eeuw","sedulius, active 5th century","A5260"
"sedulius, caius coelius","sedulius, active 5th century","A5260"
"sedulius, caius coelius, 04..-04..","sedulius, active 5th century","A5260"
"sedulius, činný 425-450","sedulius, active 5th century","A5260"
"sedulius, coelius","sedulius, active 5th century","A5260"
"sedulius, coelius, 4--","sedulius, active 5th century","A5260"
"sedulius, gaius coelius","sedulius, active 5th century","A5260"
"claudiano  mamerto","claudianus mamertus","A5261"
"claudianus ...-474 mamertus","claudianus mamertus","A5261"
"claudianus ecdicius mamertus ( -około 474).","claudianus mamertus","A5261"
"claudianus ecdidius mamertus","claudianus mamertus","A5261"
"claudianus mamertus (?-ok. 474)","claudianus mamertus","A5261"
"claudianus mamertus, d. ca. 474","claudianus mamertus","A5261"
"claudianus mamertus, m. c. 474","claudianus mamertus","A5261"
"claudianus, mamertus, -474","claudianus mamertus","A5261"
"mamert, claudien 04..-0473?","claudianus mamertus","A5261"
"mamert, claudien, ....-0474","claudianus mamertus","A5261"
"mamertus 475c+","claudianus mamertus","A5261"
"council of paris (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"council of parts (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"colncil of paris (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"covncil of paris (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"council of paris (573 : pvris, france)","council of paris (573 : paris, france)","A5262"
"council of caris (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"council of parls (573 : paris, france)","council of paris (573 : paris, france)","A5262"
"cogitosus hagiographus hibernicus","cogitosus, saint","A5263"
"cogitosus, 06..?-06..?, saint","cogitosus, saint","A5263"
"cogitosus haviographqs hibernicus","cogitosus, saint","A5263"
"cogiyosus hagiographus hibernicus","cogitosus, saint","A5263"
"cogitofus hagiographus hibernicus","cogitosus, saint","A5263"
"cogitosus hagiographas hibernicuh","cogitosus, saint","A5263"
"évagre le scolastique, 0536?-0600?","evagrius, scholasticus","A5264"
"evagrio di epifania, c. 536-c. 600","evagrius, scholasticus","A5264"
"evagrius antiochensis","evagrius, scholasticus","A5264"
"evagrius of antioch","evagrius, scholasticus","A5264"
"evagrius scholasticus (około 532-około 594).","evagrius, scholasticus","A5264"
"evagrius scholasticus ок.536-594","evagrius, scholasticus","A5264"
"evagrius scholasticus, 536(537)-600.","evagrius, scholasticus","A5264"
"evagrius, scholasticus","evagrius, scholasticus","A5264"
"ewagriusz scholastyk (ok. 532-ok. 594)","evagrius, scholasticus","A5264"
"faustin, 00..-0121?, saint","faustinus, saint","A5265"
"saint faustinus","faustinus, saint","A5265"
"faustim, 00..-0121?, saint","faustinus, saint","A5265"
"faultin, 00..-0121?, saint","faustinus, saint","A5265"
"fausdin, 00..-0121?, saint","faustinus, saint","A5265"
"fmustin, 00..-0121?, smint","faustinus, saint","A5265"
"fredegis, of tours","fredegis, of tours","A5266"
"fredegis, of tours, -824","fredegis, of tours","A5266"
"fredegisus turonensis","fredegis, of tours","A5266"
"fredegif, of tours","fredegis, of tours","A5266"
"fredegik, of toues","fredegis, of tours","A5266"
"clemens scottus","clemens scotus","A5267"
"clemens scotus (około 796-około 838).","clemens scotus","A5267"
"clemens scotus 796-838","clemens scotus","A5267"
"clemens scotus lehrer an der hofschule karls d. großen und ludwigs d. frommen","clemens scotus","A5267"
"ars grammatica","clemens scotus","A5267"
"clemens, scottus","clemens scotus","A5267"
"clemens, scotus, 9e eeuw","clemens scotus","A5267"
"clement scotus","clemens scotus","A5267"
"cornelius -253 papst","cornelius, pope","A5268"
"cornelius papst -253","cornelius, pope","A5268"
"cornelius pp., s., m. 253","cornelius, pope","A5268"
"cornelius, papst, 253,  (cornelius, pope)","cornelius, pope","A5268"
"cornelius, paus, -253","cornelius, pope","A5268"
"cornelius, pope","cornelius, pope","A5268"
"cornelius, pope, -253","cornelius, pope","A5268"
"kornelius, papež, -253","cornelius, pope","A5268"
"pope cornelius","cornelius, pope","A5268"
"florent d'orange","florentius, saint, of orange","A5269"
"florentius, saint, of orange","florentius, saint, of orange","A5269"
"saint florent","florentius, saint, of orange","A5269"
"saint qcorent","florentius, saint, of orange","A5269"
"saint floaejt","florentius, saint, of orange","A5269"
"christian de stavelot (?-ca 880)","christianus, stabulensis","A5270"
"christian de stavelot 08..-0880 ?","christianus, stabulensis","A5270"
"christian of stavelot","christianus, stabulensis","A5270"
"christian, de stavelot","christianus, stabulensis","A5270"
"christianus stabulensis","christianus, stabulensis","A5270"
"christianus stabulensis -880","christianus, stabulensis","A5270"
"christianus stabulensis, 800-talet","christianus, stabulensis","A5270"
"christianus stabulensis, m. 880","christianus, stabulensis","A5270"
"concilio de constantinopla 1o. 381","council of constantinople (1st : 381 : constantinople)","A5271"
"concilium constantinopolitanum","council of constantinople (1st : 381 : constantinople)","A5271"
"council of constantinople (1st : 381 : constantinople)","council of constantinople (1st : 381 : constantinople)","A5271"
"first council of constantinople","council of constantinople (1st : 381 : constantinople)","A5271"
"ferreolus ucetensis episcopus","ferreolus, of uzès","A5272"
"ferreolus ucetiensis","ferreolus, of uzès","A5272"
"ferreolus, of uzès","ferreolus, of uzès","A5272"
"ferreilus, of uzès","ferreolus, of uzès","A5272"
"ferreogus, of uzèh","ferreolus, of uzès","A5272"
"colomban saint 0540?-0615","columban, saint","A5273"
"colomban, 054.?-0615, saint","columban, saint","A5273"
"colomban, saint, 543-615","columban, saint","A5273"
"columba helgen 542-615","columban, saint","A5273"
"columbán","columban, saint","A5273"
"columban, saint","columban, saint","A5273"
"columbano 543-615 santo","columban, saint","A5273"
"columbanus bobiensis missionarius hibernicus sanctus","columban, saint","A5273"
"columbanus luxoviensis et bobiensis","columban, saint","A5273"
"columbanus sanctus 543-615","columban, saint","A5273"
"columbanus, ca. 550-615","columban, saint","A5273"
"columbanus, helgon, ca 543-615","columban, saint","A5273"
"columbanus, saint","columban, saint","A5273"
"około 561-615).","columban, saint","A5273"
"kolumban młodszy (święty","columban, saint","A5273"
"ok. 540-615)","columban, saint","A5273"
"kolumbán z luxeuilu a bobbia, svatý, asi 542-615","columban, saint","A5273"
"saint columban","columban, saint","A5273"
"évagre le pontique, 0346-0399","evagrius, ponticus","A5274"
"évagre, le pontique, 345?-399","evagrius, ponticus","A5274"
"evagri pòntic, 346-399","evagrius, ponticus","A5274"
"evagrio 345?-399? póntico","evagrius, ponticus","A5274"
"evagrio del ponto","evagrius, ponticus","A5274"
"evagrio, póntico, 345?-399?","evagrius, ponticus","A5274"
"evagrius ponticus (około 345-399).","evagrius, ponticus","A5274"
"evagrius ponticus монах богослов ок.345-ок.399","evagrius, ponticus","A5274"
"evagrius ponticus, 346-399","evagrius, ponticus","A5274"
"evagrius ponticus, c. 346-399","evagrius, ponticus","A5274"
"evagrius ponticus, umbes 345-399.","evagrius, ponticus","A5274"
"evagrius, 345?-399","evagrius, ponticus","A5274"
"evagrius, ponticus, 345?-399","evagrius, ponticus","A5274"
"evagrius, ponticus, ca. 345-399","evagrius, ponticus","A5274"
"ewagriusz z pontu (345-399)","evagrius, ponticus","A5274"
"chlotar i. fränkisches reich, könig 497-561","clotaire i, king of the franks","A5275"
"chlotarius i","clotaire i, king of the franks","A5275"
"chlothar i","clotaire i, king of the franks","A5275"
"clotaire 497-561 re dei franchi i","clotaire i, king of the franks","A5275"
"clotaire i, king of the franks","clotaire i, king of the franks","A5275"
"clotaire i, king of the franks, approximately 497-561","clotaire i, king of the franks","A5275"
"clotaire ier","clotaire i, king of the franks","A5275"
"clotaire ier, 0497?-0561, roi des francs","clotaire i, king of the franks","A5275"
"coronatus notarius ca. 8. jh.","coronatus notarius","A5276"
"coronatus notarius hagiographus","coronatus notarius","A5276"
"coronatus notarius hagiogrvphus","coronatus notarius","A5276"
"coronatus notapius hagiographus","coronatus notarius","A5276"
"coronatus notnrius hagiographus","coronatus notarius","A5276"
"coronatus notarius hbgiogdaphus","coronatus notarius","A5276"
"concilium hispalense ii","council of seville (619 : seville, spain)","A5277"
"council of seville (619 : seville, spain)","council of seville (619 : seville, spain)","A5277"
"second council of seville","council of seville (619 : seville, spain)","A5277"
"serond council of seville","council of seville (619 : seville, spain)","A5277"
"second couccil of seville","council of seville (619 : seville, spain)","A5277"
"claude","claudius, bishop of turin","A5278"
"claude de turin, 07..-0827?","claudius, bishop of turin","A5278"
"claudi, de torí, bisbe, -aproximadament 827","claudius, bishop of turin","A5278"
"claudio de turín","claudius, bishop of turin","A5278"
"claudius of turin","claudius, bishop of turin","A5278"
"claudius taurinensis","claudius, bishop of turin","A5278"
"claudius taurinensis -827","claudius, bishop of turin","A5278"
"claudius taurinensis biskop av torino -827","claudius, bishop of turin","A5278"
"claudius, bishop of turin","claudius, bishop of turin","A5278"
"claudius, bishop of turin, -approximately 827","claudius, bishop of turin","A5278"
"claudius, biskop av turin, d. ca. 827","claudius, bishop of turin","A5278"
"claudius, évêque de turin","claudius, bishop of turin","A5278"
"constantius chlorus","constantius i, emperor of rome","A5279"
"constantius i","constantius i, emperor of rome","A5279"
"constantius i, emperor of rome","constantius i, emperor of rome","A5279"
"constantius i. römisches reich, kaiser 250-306","constantius i, emperor of rome","A5279"
"marcus flavius valerius constantius herculius augustus","constantius i, emperor of rome","A5279"
"flodoard","flodoard, of reims","A5280"
"flodoard de reims 0894?-0966","flodoard, of reims","A5280"
"flodoard of reims","flodoard, of reims","A5280"
"flodoard von reims 893-966","flodoard, of reims","A5280"
"flodoard, 0894?-0966","flodoard, of reims","A5280"
"flodoard, 894-966","flodoard, of reims","A5280"
"flodoard, de reims, 894-966","flodoard, of reims","A5280"
"flodoardus remensis, 894-966","flodoard, of reims","A5280"
"concile de chalcédoine (451)","council of chalcedon (451 : chalcedon)","A5281"
"concilio de calcedonia 451","council of chalcedon (451 : chalcedon)","A5281"
"concilium chalcedonense","council of chalcedon (451 : chalcedon)","A5281"
"concilium chalcedonense (451)","council of chalcedon (451 : chalcedon)","A5281"
"council of chalcedon","council of chalcedon (451 : chalcedon)","A5281"
"halkēdonas koncils (451)","council of chalcedon (451 : chalcedon)","A5281"
"katolická církev. chalcedonský koncil (451)","council of chalcedon (451 : chalcedon)","A5281"
"kirkemøtet i khalkedon","council of chalcedon (451 : chalcedon)","A5281"
"konzil 451 chalkedon","council of chalcedon (451 : chalcedon)","A5281"
"sobór chalcedoński (451).","council of chalcedon (451 : chalcedon)","A5281"
"felix iii. papst -530","felix iv, pope","A5282"
"felix iv, pope","felix iv, pope","A5282"
"felix iv, pope, -530","felix iv, pope","A5282"
"felix iv., papež, -530","felix iv, pope","A5282"
"papa felice iv 54° vescovo di roma e papa della chiesa cattolica","felix iv, pope","A5282"
"pope felix iv","felix iv, pope","A5282"
"eleuthère 0456-0531 saint","eleutherius, of tournai","A5283"
"eleutherius tornacensis","eleutherius, of tournai","A5283"
"eleutherius tornacensis ca. 456-ca. 531","eleutherius, of tournai","A5283"
"eleutherius tornacensis ca. ca. 456 - ca. 531","eleutherius, of tournai","A5283"
"eleutherius tornacensis episcopus tornacensis","eleutherius, of tournai","A5283"
"eleutherius, h., bisschop van doornik, 456-531","eleutherius, of tournai","A5283"
"eleutherius, of tournai","eleutherius, of tournai","A5283"
"ermold le noir","ermoldus, nigellus","A5284"
"ermold le noir (ca 790-ca 838)","ermoldus, nigellus","A5284"
"ermold le noir, 0790?-0838?","ermoldus, nigellus","A5284"
"ermold le noir, asi 790-asi 838","ermoldus, nigellus","A5284"
"ermold the black","ermoldus, nigellus","A5284"
"ermold, el negre, actiu segle ix","ermoldus, nigellus","A5284"
"ermoldus nigellus -835","ermoldus, nigellus","A5284"
"ermoldus nigellus (około 790-około 838).","ermoldus, nigellus","A5284"
"ermoldus nigellus, m. 835","ermoldus, nigellus","A5284"
"ermoldus, nigellus, 9e eeuw","ermoldus, nigellus","A5284"
"ermoldus, nigellus, 9th cent.","ermoldus, nigellus","A5284"
"ermoldus, nigellus, active 9th century","ermoldus, nigellus","A5284"
"le noir, ermold","ermoldus, nigellus","A5284"
"nigellus, ermoldus","ermoldus, nigellus","A5284"
"côme  de prague, 1045?-1125","cosmas, of prague","A5285"
"cosmas of prague","cosmas, of prague","A5285"
"cosmas pragensis","cosmas, of prague","A5285"
"cosmas pragensis 1045-1125","cosmas, of prague","A5285"
"cosmas pragensis,  ok. 1045-1125","cosmas, of prague","A5285"
"cosmas pragensis, c. 1045-1125","cosmas, of prague","A5285"
"cosmas, 1045?-1125","cosmas, of prague","A5285"
"cosmas, of prague, 1045?-1125","cosmas, of prague","A5285"
"cosmas, pragensis","cosmas, of prague","A5285"
"cosmas, pragensis, ca. 1045-1125","cosmas, of prague","A5285"
"kosmas","cosmas, of prague","A5285"
"kosmas (1045-1125).","cosmas, of prague","A5285"
"kosmas (ok. 1045-1125)","cosmas, of prague","A5285"
"kosmas prahast, umbes 1045-1125.","cosmas, of prague","A5285"
"kosmas, asi 1045-1125","cosmas, of prague","A5285"
"dícuil","dicuil","A5286"
"dicuil (άνθ. 825)","dicuil","A5286"
"dicuil, 0755-....","dicuil","A5286"
